FID_;ID;LAT;LON;New_Greenl;Old_Greenl;Foreign_na;Official_n;Alternativ;RGI_ID;GLIMS_ID;RGI_LON;RGI_LAT;Type
;GGN0208;68.325400000000002;-51.007300000000001;Akuliarutsip Sermia;Akuliarutsip Sermia;Nordenskiöld Gletsjer;Akuliarutsip Sermia;"Akuliarutsip Sermersua; Tasiusarsuup Sermersua"; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0209;68.333299999999994;-31.916699999999999; ; ;Sidegletsjer;Sidegletsjer; ;RGI40-05.12769;G328155E68353N;-31.845500000000001;68.352900000000005;LGIC
;GGN0210;68.345399999999998;-32.472200000000001; ; ;Kælvegletsjer;Kælvegletsjer; ;RGI40-05.12934;G327414E68310N;-32.585700000000003;68.310299999999998;LGIC
;GGN0211;68.455699999999993;-31.661999999999999; ; ;Frederiksborg Gletsjer;Frederiksborg Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0212;68.506000000000000;-30.932800000000000; ; ;Sorgenfri Gletsjer;Sorgenfri Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0213;68.582200000000000;-31.637499999999999; ; ;Gaffelen;Gaffelen; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0214;68.597499999999997;-32.022799999999997; ; ;Courtauld Gletsjer;Courtauld Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0215;68.616399999999999;-33.220100000000002;Apuseeq Qinnilik;Apusêq Qivnilik; ;Apuseeq Qinnilik; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0216;68.636899999999997;-29.383600000000001; ; ;Rosenborg Gletsjer;Rosenborg Gletsjer; ;RGI40-05.13667;G330976E68786N;-29.023599999999998;68.786100000000005;LGIC
;GGN0217;68.637200000000007;-31.492100000000001; ; ;Læbæltet;Læbæltet; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0218;68.674599999999998;-33.076000000000001; ; ;Kangerlussuaq Gletsjer;Kangerlussuaq Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0219;68.693399999999997;-32.372799999999998; ; ;Styrtegletsjer;Styrtegletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0220;68.700000000000003;-30.616700000000002; ; ;Christian IV Gletsjer;Christian IV Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0221;68.719399999999993;-32.648699999999998; ; ;Nordfjord Gletsjer;Nordfjord Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0222;68.724699999999999;-28.654399999999999; ; ;Kronborg Gletsjer;Kronborg Gletsjer; ;RGI40-05.13667;G330976E68786N;-29.023599999999998;68.786100000000005;LGIC
;GGN0223;68.749700000000004;-28.127800000000001; ; ;Borggraven;Borggraven; ;RGI40-05.13536;G331157E69166N;-28.843399999999999;69.165899999999993;LGIC
;GGN0224;68.785300000000007;-30.183100000000000; ; ;Korridoren;Korridoren; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0225;68.816699999999997;-27.083300000000001; ; ;Sortebræ;Sortebræ; ;RGI40-05.13429;G332759E68980N;-27.241099999999999;68.979500000000002;LGIC
;GGN0226;68.824900000000000;-31.097899999999999; ; ;Isfaldgletsjer;Isfaldgletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0227;68.866699999999994;-50.283299999999997;Saqqarliup Sermia;Sarqardliup Sermia; ;Saqqarliup Sermia; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0228;68.866699999999994;-26.100000000000001;Apuseeq Anittangasikkaajuk; ;Storbræ;Apuseeq Anittangasikkaajuk;Apuseer anittangasikkaaju;RGI40-05.13499;G333654E69030N;-26.346100000000000;69.030400000000000;LGIC
;GGN0229;68.916700000000006;-50.200000000000003;Alanngorliup Sermia;Alángordliup Sermia; ;Alanngorliup Sermia; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0230;68.946100000000001;-31.599399999999999; ; ;Øvre Frederiksborg Gletsjer;Øvre Frederiksborg Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0231;68.980900000000005;-29.973600000000001; ; ;Gino Gletsjer;Gino Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0232;69.066699999999997;-29.300000000000001; ; ;Kronborg Gletsjer;Kronborg Gletsjer; ;RGI40-05.13667;G330976E68786N;-29.023599999999998;68.786100000000005;LGIC
;GGN0233;69.099999999999994;-30.583300000000001; ; ;Lindbergh Gletsjer;Lindbergh Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0234;69.166700000000006;-31.133299999999998; ; ;Seward Gletsjer;Seward Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0235;69.183300000000003;-49.799999999999997;Sermeq Kujalleq;Sermeq Kujatdleq;Jakobshavn Isbræ;Sermeq Kujalleq; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0236;69.299999999999997;-53.567200000000000; ; ;Petersen Gletsjer;Petersen Gletsjer; ;RGI40-05.00623;G306428E69317N;-53.571800000000003;69.316599999999994;LGIC
;GGN0237;69.299999999999997;-53.400500000000001; ; ;Pjetursson Gletsjer;Pjetursson Gletsjer; ;RGI40-05.00602;G306613E69293N;-53.386899999999997;69.293000000000006;LGIC
;GGN0238;69.333299999999994;-53.600499999999997; ; ;Lyngmarksbræ;Lyngmarksbræ; ;RGI40-05.00621;G306381E69333N;-53.619100000000003;69.333100000000002;LGIC
;GGN0239;69.349999999999994;-53.583900000000000; ; ;Chamberlin Gletsjer;Chamberlin Gletsjer; ;RGI40-05.00627;G306414E69352N;-53.586100000000002;69.352400000000003;LGIC
;GGN0240;69.383300000000006;-50.266700000000000;Sermeq Avannarleq;Sermeq Avangnardleq; ;Sermeq Avannarleq; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0241;69.400000000000006;-31.000000000000000; ; ;Gronau Gletsjer;Gronau Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0242;69.500000000000000;-29.833300000000001; ; ;Grønlands Styrelse Gletsjer;Grønlands Styrelse Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0243;69.549999999999997;-53.000399999999999; ; ;C.A. Nielsen Bræ;C.A. Nielsen Bræ; ;RGI40-05.01335;G307040E69541N;-52.959899999999998;69.540599999999998;LGIC
;GGN0244;69.599999999999994;-25.500000000000000; ; ;Dendritgletsjer;Dendritgletsjer; ;RGI40-05.13575;G333975E69553N;-26.025300000000001;69.553200000000004;LGIC
;GGN0245;69.614199999999997;-52.917999999999999; ; ;Steenstrup Gletsjer;Steenstrup Gletsjer; ;RGI40-05.01358;G307148E69623N;-52.851999999999997;69.622900000000001;LGIC
;GGN0246;69.656700000000001;-24.129400000000000; ; ;Bartholin Bræ;Bartholin Bræ; ;RGI40-05.13717;G335358E69815N;-24.642099999999999;69.814499999999995;LGIC
;GGN0247;69.693899999999999;-52.947499999999998;Sermersuaq;Sermerssuaq;Storbræen;Sermersuaq; ;RGI40-05.01371;G306980E69700N;-53.020000000000003;69.699799999999996;LGIC
;GGN0248;69.733300000000000;-52.817000000000000; ; ;Moltke Gletsjer;Moltke Gletsjer; ;RGI40-05.01355;G307166E69739N;-52.833900000000000;69.738600000000005;LGIC
;GGN0249;69.783600000000007;-54.123899999999999;Sermia;Sermia; ;Sermia; ;RGI40-05.01216;G305860E69779N;-54.140200000000000;69.779300000000006;LGIC
;GGN0250;69.808000000000007;-50.185099999999998;Eqip Sermia;Eqip Sermia; ;Eqip Sermia; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0251;69.816699999999997;-53.333799999999997; ; ;Snekalotten;Snekalotten; ;RGI40-05.01445;G306658E69817N;-53.341700000000003;69.816599999999994;LGIC
;GGN0252;69.856700000000004;-23.562400000000000; ; ;Steno Bræ;Steno Bræ; ;RGI40-05.13505;G336006E69900N;-23.994399999999999;69.900099999999995;LGIC
;GGN0253;69.900899999999993;-50.341999999999999;Kangilernata Sermia;Kangilernata Sermia; ;Kangilernata Sermia;"Kangilerngata Sermia;Sermeq Av"; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0254;69.933300000000003;-27.750000000000000; ; ;Kista Dan Gletsjer;Kista Dan Gletsjer; ;RGI40-05.13567;G331685E69750N;-28.315200000000001;69.750000000000000;LGIC
;GGN0255;69.933300000000003;-27.083300000000001; ; ;Magga Dan Gletsjer;Magga Dan Gletsjer; ;RGI40-05.13501;G332658E69567N;-27.341799999999999;69.566500000000005;LGIC
;GGN0256;69.995999999999995;-50.159599999999998;Sermeq Kujalleq;Sermeq Kujatdleq; ;Sermeq Kujalleq;Alianaatsup Sermia; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0257;70.049599999999998;-22.468299999999999; ; ;Sfinxgletsjer;Sfinxgletsjer; ;RGI40-05.13619;G337529E70042N;-22.471299999999999;70.041799999999995;LGIC
;GGN0258;70.049700000000001;-28.634300000000000; ; ;Gåsegletsjer;Gåsegletsjer; ;RGI40-05.14872;G330936E69934N;-29.063800000000001;69.934100000000001;LGIC
;GGN0259;70.056700000000006;-22.730300000000000;Ilinnigajia;Ilivnikajia;Roma Gletsjer;Ilinnigajia;"Ilinnikajia; Ilinnigajja";RGI40-05.13616;G337269E70048N;-22.730799999999999;70.047700000000006;LGIC
;GGN0260;70.065200000000004;-26.268799999999999; ; ;Sydbræ;Sydbræ; ;RGI40-05.13722;G333752E70017N;-26.247699999999998;70.016700000000000;LGIC
;GGN0261;70.066699999999997;-23.333300000000001; ; ;Torvgletsjer;Torvgletsjer; ;RGI40-05.13568;G336622E69997N;-23.377800000000001;69.996799999999993;LGIC
;GGN0262;70.078400000000002;-22.924900000000001; ; ;Milano Gletsjer;Milano Gletsjer; ;RGI40-05.13497;G337049E70068N;-22.951100000000000;70.067899999999995;LGIC
;GGN0263;70.082400000000007;-22.431200000000000;Kikkiagajik; ;Kamelgletsjer;Kikkiagajik;Kikkiagai;RGI40-05.14995;G337618E70091N;-22.382300000000001;70.091399999999993;LGIC
;GGN0264;70.083799999999997;-23.570000000000000; ; ;Østre Borggletsjer;Østre Borggletsjer; ;RGI40-05.13565;G336337E70062N;-23.663399999999999;70.061999999999998;LGIC
;GGN0265;70.085300000000004;-50.246800000000000;Sermeq Avannarleq;Sermeq Avangnardleq; ;Sermeq Avannarleq; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0266;70.087500000000006;-23.127400000000002;Nakkaagajik Avatteq;Nákâkajik; ;Nakkaagajik Avatteq;"Nakkaakajik; Nakkaagai; Nakkaagai avadder";RGI40-05.13628;G336904E70076N;-23.095600000000001;70.075999999999993;LGIC
;GGN0267;70.099299999999999;-23.839700000000001;Nakkaagajik Timerseq; ;Vestre Borggletsjer;Nakkaagajik Timerseq;Nakkaagai Dimerser;RGI40-05.13564;G335798E70038N;-24.201899999999998;70.038399999999996;LGIC
;GGN0268;70.103099999999998;-23.460400000000000; ; ;Torvet;Torvet; ;RGI40-05.13566;G336557E70090N;-23.443400000000000;70.090299999999999;LGIC
;GGN0269;70.159700000000001;-26.859700000000000; ; ;Rævebræ;Rævebræ; ;RGI40-05.13281;G333205E70140N;-26.795100000000001;70.140100000000004;LGIC
;GGN0270;70.170900000000003;-25.912600000000001; ; ;Østbræ;Østbræ; ;RGI40-05.13625;G334135E70167N;-25.864799999999999;70.167199999999994;LGIC
;GGN0271;70.174700000000001;-24.149300000000000; ; ;Månegletsjer;Månegletsjer; ;RGI40-05.13495;G335865E70129N;-24.135500000000000;70.128900000000002;LGIC
;GGN0272;70.182299999999998;-25.109100000000002; ; ;Bredegletsjer;Bredegletsjer; ;RGI40-05.13726;G334864E70010N;-25.136500000000002;70.009600000000006;LGIC
;GGN0273;70.183300000000003;-24.516700000000000; ; ;Solgletsjer;Solgletsjer; ;RGI40-05.13496;G335518E70165N;-24.482099999999999;70.164800000000000;LGIC
;GGN0274;70.257800000000003;-24.773000000000000; ; ;Foldegletsjer;Foldegletsjer; ;RGI40-05.13728;G335200E70232N;-24.800500000000000;70.232100000000003;LGIC
;GGN0275;70.294200000000004;-29.470300000000002; ; ;Vestfjord Gletsjer;Vestfjord Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0276;70.296899999999994;-25.043500000000002; ; ;Helgegletsjer;Helgegletsjer; ;RGI40-05.13464;G334981E70270N;-25.019200000000001;70.269599999999997;LGIC
;GGN0277;70.347899999999996;-51.354999999999997;Sermikassak;Sermikavsak; ;Sermikassak; ;RGI40-05.02159;G308607E70361N;-51.392600000000002;70.360500000000002;LGIC
;GGN0278;70.400000000000006;-51.833300000000001;Sermersuaq;Sermerssuaq; ;Sermersuaq; ;RGI40-05.02163;G308199E70378N;-51.800600000000003;70.377799999999993;LGIC
;GGN0279;70.405400000000000;-50.536400000000000;Sermeq Kujalleq;Sermeq Kujatdleq;Store Gletsjer;Sermeq Kujalleq; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0280;70.412199999999999;-51.566000000000003;Ilusissup Sermia;Ilusigsup Sermia; ;Ilusissup Sermia; ;RGI40-05.02147;G308389E70400N;-51.610900000000001;70.399699999999996;LGIC
;GGN0281;70.475399999999993;-51.981600000000000;Umiartorfiup Sermia;Umiartorfiup Sermia; ;Umiartorfiup Sermia; ;RGI40-05.02123;G307948E70447N;-52.051699999999997;70.447100000000006;LGIC
;GGN0282;70.480999999999995;-52.539700000000003;Sermikassak;Sermikavsak; ;Sermikassak; ;RGI40-05.02126;G307537E70486N;-52.463299999999997;70.486300000000000;LGIC
;GGN0283;70.483300000000000;-29.283300000000001; ; ;Døde Bræ;Døde Bræ; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0284;70.531599999999997;-52.062700000000000;Assakaat Sermiat;Agssakait Sermiat; ;Assakaat Sermiat; ;RGI40-05.02117;G307855E70484N;-52.145000000000003;70.483900000000006;LGIC
;GGN0285;70.531899999999993;-28.901900000000001; ; ;Rolige Bræ;Rolige Bræ; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0286;70.541200000000003;-29.336300000000001; ; ;Langemanden;Langemanden; ;RGI40-05.15186;G330611E70544N;-29.389199999999999;70.543499999999995;LGIC
;GGN0287;70.545400000000001;-50.489600000000003;Sermeq Avannarleq;Sermeq Avangnardleq;Lille Gletsjer;Sermeq Avannarleq; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0288;70.622500000000002;-53.402000000000001;Aaffarsuup Sermia;Auvfarssûp Sermia; ;Aaffarsuup Sermia; ;RGI40-05.02281;G306592E70619N;-53.408499999999997;70.619399999999999;LGIC
;GGN0289;70.625100000000003;-52.817799999999998;Sermersuaq;Sermerssuaq; ;Sermersuaq; ;RGI40-05.02318;G307216E70649N;-52.784300000000002;70.648799999999994;LGIC
;GGN0290;70.633300000000006;-50.616700000000002;Sermilik;Sermilik;Sermilik Isbræ;Sermilik; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0291;70.639899999999997;-22.100899999999999; ; ;Grete Gletsjer;Grete Gletsjer; ;RGI40-05.15821;G337976E70640N;-22.024000000000001;70.639899999999997;LGIC
;GGN0292;70.674599999999998;-53.207299999999996;Qiterlikassaap Sermia;Qiterdlikavsaup Sermia; ;Qiterlikassaap Sermia; ;RGI40-05.02278;G306792E70668N;-53.207799999999999;70.667699999999996;LGIC
;GGN0293;70.676800000000000;-22.129899999999999; ; ;Hans Gletsjer;Hans Gletsjer; ;RGI40-05.15836;G337933E70679N;-22.067299999999999;70.678899999999999;LGIC
;GGN0294;70.683300000000003;-21.866700000000002;Apusiikajik;Apusîkajik;Aage Nielsen Gletsjer;Apusiikajik; ;RGI40-05.15834;G338097E70681N;-21.902799999999999;70.680999999999997;LGIC
;GGN0295;70.718400000000003;-50.652299999999997;Kangilleq;Kangigdleq; ;Kangilleq; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0296;70.734999999999999;-21.960300000000000; ; ;Bjerring Pedersen Gletsjer;Bjerring Pedersen Gletsjer; ;RGI40-05.15827;G338040E70737N;-21.959800000000001;70.736900000000006;LGIC
;GGN0297;70.747399999999999;-50.644700000000000;Sisoortartukassak;Sisôrtartukavsak; ;Sisoortartukassak; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0298;70.802099999999996;-26.241099999999999; ; ;Korridoren;Korridoren; ;RGI40-05.15467;G333613E70810N;-26.387200000000000;70.809700000000007;LGIC
;GGN0299;70.826800000000006;-50.762700000000002;Sermeq Silarleq;Sermeq Silardleq; ;Sermeq Silarleq; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0300;70.846299999999999;-21.882700000000000; ; ;Emmanuel Gletsjer;Emmanuel Gletsjer; ;RGI40-05.16232;G338047E70864N;-21.952700000000000;70.863900000000001;LGIC
;GGN0301;70.935900000000004;-52.083599999999997;Serminnguaq;Sermínguaq; ;Serminnguaq; ;RGI40-05.02345;G307956E70929N;-52.044199999999996;70.929199999999994;LGIC
;GGN0302;70.954099999999997;-51.576599999999999;Sisuugajooq;Sisûgajôq; ;Sisuugajooq; ;RGI40-05.02359;G308485E70961N;-51.514600000000002;70.961299999999994;LGIC
;GGN0303;70.990899999999996;-50.922699999999999;Perlerfiup Sermia;Perdlerfiup Sermia; ;Perlerfiup Sermia; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0304;71.001499999999993;-51.461300000000001;Sermipalaaq; ; ;Sermipalaaq; ;RGI40-05.02353;G308510E70986N;-51.490299999999998;70.985699999999994;LGIC
;GGN0305;71.027500000000003;-50.835400000000000;Sermeq Avannarleq;Sermeq Avangnardleq; ;Sermeq Avannarleq;Avannarleq; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0306;71.034899999999993;-51.700000000000003;Sermikassak;Sermikavsak; ;Sermikassak; ;RGI40-05.02352;G308332E71004N;-51.668199999999999;71.004000000000005;LGIC
;GGN0307;71.143500000000003;-51.364800000000002;Tassartooq;Tavsartôq; ;Tassartooq; ;RGI40-05.02422;G308609E71159N;-51.390900000000002;71.158500000000004;LGIC
;GGN0308;71.150000000000006;-51.166699999999999;Qaamarujuup Sermia;Qaumarujûp Sermia; ;Qaamarujuup Sermia;Qaamarujuup Sermikassaa; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0309;71.166700000000006;-28.083300000000001; ; ;Eielson Gletsjer;Eielson Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0310;71.174499999999995;-26.597999999999999; ; ;Edward Bailey Gletsjer;Edward Bailey Gletsjer; ;RGI40-05.16072;G333444E71216N;-26.556000000000001;71.216399999999993;LGIC
;GGN0311;71.191100000000006;-52.765400000000000;Serminnguaq;Sermínguaq; ;Serminnguaq;Sermikassak;RGI40-05.02495;G307266E71206N;-52.733699999999999;71.205699999999993;LGIC
;GGN0312;71.236199999999997;-51.624200000000002;Umiatsiakassak; ; ;Umiatsiakassak; ;RGI40-05.02417;G308407E71224N;-51.592599999999997;71.223600000000005;LGIC
;GGN0313;71.249300000000005;-51.470700000000001;Kangerluarsuup Sermia;Kangerdluarssûp Sermia; ;Kangerluarsuup Sermia; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0314;71.250000000000000;-28.833300000000001; ; ;Vindue Gletsjer;Vindue Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0315;71.257800000000003;-52.013199999999998;Aappaluttukassaap Kangiani Sermikassak;Augpalugtukavsaup Kangiane Sermikavsak; ;Aappaluttukassaap Kangiani Sermikassak; ;RGI40-05.02452;G307917E71273N;-52.083500000000001;71.272800000000004;LGIC
;GGN0316;71.266700000000000;-53.033299999999997;Qunnertusup Sermia;Quvnertussup Sermia; ;Qunnertusup Sermia; ;RGI40-05.02489;G307163E71277N;-52.837000000000003;71.276499999999999;LGIC
;GGN0317;71.283299999999997;-27.533300000000001; ; ;Syvsøstre Bræ;Syvsøstre Bræ; ;RGI40-05.16097;G332579E71266N;-27.421500000000002;71.266300000000001;LGIC
;GGN0318;71.313400000000001;-53.094200000000001;Sermeq Qiterleq;Sermeq Qiterdleq; ;Sermeq Qiterleq; ;RGI40-05.02486;G307016E71310N;-52.984200000000001;71.310299999999998;LGIC
;GGN0319;71.329499999999996;-53.095700000000001;Qungulertusup Sermia;Qungulertussup Sermia; ;Qungulertusup Sermia; ;RGI40-05.02485;G307062E71341N;-52.938200000000002;71.341099999999997;LGIC
;GGN0320;71.329800000000006;-25.903800000000000;Apusinigajik;Apusinikajik; ;Apusinigajik; ;RGI40-05.16061;G333795E71323N;-26.204899999999999;71.323400000000007;LGIC
;GGN0321;71.347800000000007;-51.829400000000000;Sermikassak;Sermikavsak; ;Sermikassak; ;RGI40-05.02541;G308135E71360N;-51.865200000000002;71.360100000000003;LGIC
;GGN0322;71.412899999999993;-52.006700000000002;Nunaarsussuup Oqquatungaani Sermikassak; ; ;Nunaarsussuup Oqquatungaani Sermikassak; ;RGI40-05.02526;G308023E71368N;-51.976700000000001;71.368099999999998;LGIC
;GGN0323;71.419300000000007;-51.923800000000000;Nunaarsussuup Kangiatungaani Sermikassak; ; ;Nunaarsussuup Kangiatungaani Sermikassak; ;RGI40-05.02527;G308139E71396N;-51.861499999999999;71.396100000000004;LGIC
;GGN0324;71.433300000000003;-29.583300000000001; ; ;Freuchen Gletsjer;Freuchen Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0325;71.435000000000002;-51.419600000000003;Sermip Kujataatungaani Sermikassak; ; ;Sermip Kujataatungaani Sermikassak; ;RGI40-05.02547;G308526E71392N;-51.474299999999999;71.391599999999997;LGIC
;GGN0326;71.458799999999997;-51.310099999999998;Kangerlussuup Sermia; ; ;Kangerlussuup Sermia; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0327;71.501499999999993;-51.789200000000001;Nakkala; ; ;Nakkala; ;RGI40-05.02619;G308040E71507N;-51.960099999999997;71.506799999999998;LGIC
;GGN0328;71.518699999999995;-51.610100000000003;Sermikassak; ; ;Sermikassak; ;RGI40-05.02622;G308214E71544N;-51.786299999999997;71.543800000000005;LGIC
;GGN0329;71.520700000000005;-25.309500000000000; ; ;Oxford Gletsjer;Oxford Gletsjer; ;RGI40-05.17200;G334740E71586N;-25.260200000000001;71.585899999999995;LGIC
;GGN0330;71.566299999999998;-52.174399999999999;Tinumanikassaata Sermia; ; ;Tinumanikassaata Sermia; ;RGI40-05.02616;G307887E71521N;-52.112600000000000;71.521100000000004;LGIC
;GGN0331;71.591399999999993;-51.708399999999997;Sermikassak;Sermikavsak;Johannes Bræ;Sermikassak; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0332;71.616900000000001;-25.505900000000000; ; ;Løberen;Løberen; ;RGI40-05.17150;G334470E71600N;-25.530300000000000;71.600300000000004;LGIC
;GGN0333;71.645399999999995;-24.919899999999998; ; ;Leo Gletsjer;Leo Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0334;71.655699999999996;-25.007899999999999; ; ;Mercurius Gletsjer;Mercurius Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0335;71.671700000000001;-25.257899999999999; ; ;Ursus Minor Gletsjer;Ursus Minor Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0336;71.679400000000001;-53.267400000000002;Sermikassak; ; ;Sermikassak; ;RGI40-05.02724;G306804E71662N;-53.195799999999998;71.661600000000007;LGIC
;GGN0337;71.684600000000003;-25.182500000000001; ; ;Virgo Gletsjer;Virgo Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0338;71.688699999999997;-25.262899999999998; ; ;Jupiter Gletsjer;Jupiter Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0339;71.693899999999999;-24.980499999999999; ; ;Bjørnbo Gletsjer;Bjørnbo Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0340;71.697500000000005;-25.782900000000001; ; ;Borgbjerg Gletsjer;Borgbjerg Gletsjer; ;RGI40-05.17145;G334174E71767N;-25.825600000000001;71.766800000000003;LGIC
;GGN0341;71.698300000000003;-25.362100000000002; ; ;Ursus Major Gletsjer;Ursus Major Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0342;71.724100000000007;-25.318400000000000; ; ;Orion Gletsjer;Orion Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0343;71.740499999999997;-25.259899999999998; ; ;Pegasus Gletsjer;Pegasus Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0344;71.744200000000006;-24.890100000000000; ; ;Saturn Gletsjer;Saturn Gletsjer; ;RGI40-05.17220;G335105E71744N;-24.894700000000000;71.744399999999999;LGIC
;GGN0345;71.750000000000000;-29.000000000000000; ; ;Daugaard-Jensen Gletsjer;Daugaard-Jensen Gletsjer; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0346;71.754800000000003;-25.004500000000000; ; ;Mars Gletsjer;Mars Gletsjer; ;RGI40-05.17177;G335124E71666N;-24.876300000000001;71.666399999999996;LGIC
;GGN0347;71.772300000000001;-51.495100000000001;Kangilliup Sermia;Kangigdliup Sermia;Rink Isbræ;Kangilliup Sermia; ; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0348;71.806299999999993;-52.357799999999997;Umiammakku Sermiat;Umiámáko Sermiat;Umiammakku Isbræ;Umiammakku Sermiat;Umiammakku Sermia; ; ;0.000000000000000;0.000000000000000;GrIS
;GGN0349;71.870500000000007;-24.185500000000001; ; ;Nedre Randgletsjer;Nedre Randgletsjer; ;RGI40-05.17743;G335827E71868N;-24.173300000000001;71.867699999999999;LGIC
;GGN0350;71.876300000000001;-23.982900000000001; ; ;Breithorn Gletsjer;Breithorn Gletsjer; ;RGI40-05.17067;G335975E71859N;-24.025500000000001;71.859200000000001;LGIC
;GGN0351;71.883300000000006;-24.149999999999999; ; ;Øvre Randgletsjer;Øvre Randgletsjer; ;RGI40-05.17071;G335932E71895N;-24.067699999999999;71.894800000000004;LGIC
;GGN0352;71.897099999999995;-24.149000000000001; ; ;Aldebaran Gletsjer;Aldebaran Gletsjer; ;RGI40-05.17071;G335932E71895N;-24.067699999999999;71.894800000000004;LGIC
;GGN0353;71.910100000000000;-25.452700000000000; ; ;Duart Gletsjer;Duart Gletsjer; ;RGI40-05.17192;G334487E71915N;-25.513400000000001;71.914500000000004;LGIC
;GGN0354;71.911600000000007;-23.799700000000001; ; ;Søndergletsjer;Søndergletsjer; ;RGI40-05.17065;G336181E71913N;-23.819500000000001;71.912899999999993;LGIC
;GGN0355;71.915899999999993;-24.646899999999999; ; ;Storgletsjer;Storgletsjer; ;RGI40-05.17160;G335162E71964N;-24.838400000000000;71.963999999999999;LGIC
;GGN0356;71.921099999999996;-26.372299999999999; ; ;Sydgletsjer;Sydgletsjer; ;RGI40-05.17186;G333680E71859N;-26.320100000000000;71.859300000000005;LGIC
;GGN0357;71.921700000000001;-23.913100000000000; ; ;Hvidefirn;Hvidefirn; ;RGI40-05.17163;G335939E71927N;-24.061299999999999;71.927400000000006;LGIC
;GGN0358;71.932000000000002;-25.523199999999999; ; ;Spærregletsjer;Spærregletsjer; ;RGI40-05.17192;G334487E71915N;-25.513400000000001;71.914500000000004;LGIC
